SMILES,134_KAC,134_KAH,140_KAC,140_KAD,148_KAG,154_KAN,156_KAE,168_KAK,178_KAA,182_KAD,192_KAO,200_KAR,204_KAM,210_KAF,212_KAL,216_KAA,216_KAN,220_KAH,222_KAV,22_KAI,22_KAJ,260_KAF,268_KAL,284_KAJ,286_KAM,290_KBA,296_KAW,304_KAQ,310_KAQ,314_KAF,322_KAK,340_KAH,342_KAI,34_KAS,56_KAS,58_KAF,72_KAI,80_KAD,8_KAI,92_KAM,104_KAF
Cc1c(C(=O)c2ccccn2)oc2cccc(OCCCNCc3cccnc3)c12,-7.3,-9.5,-7.4,-5.8,-7.7,-7.3,-6.7,-5.5,-6.9,-7.0,-8.1,-8.2,-4.8,-7.4,-5.5,-5.1,-7.4,-5.5,-6.1,-7.8,-5.8,-6.6,-7.1,-5.6,-5.5,-6.9,-7.4,-6.9,-7.5,-8.4,-6.0,-6.4,-5.4,-4.0,-6.9,-7.1,-6.6,-5.6,-6.3,-8.2,-7.1
O=c1c2c([nH]c3cc(Cl)cc(Cl)c13)CCCC2,-6.8,-8.8,-8.0,-6.4,-7.8,-7.3,-6.6,-5.8,-6.7,-6.7,-8.5,-7.4,-5.5,-7.5,-6.1,-7.8,-6.2,-6.1,-6.4,-7.3,-6.8,-6.1,-6.6,-5.6,-5.5,-7.0,-7.7,-6.9,-7.1,-8.1,-5.8,-6.2,-6.0,-6.3,-6.7,-6.6,-6.5,-5.6,-6.9,-7.4,-7.8
CCOc1cc(C=C2SC(=NCc3ccccc3)NC2=O)ccc1O,-6.7,-4.7,-4.7,-6.8,-7.8,-4.0,-6.5,-6.2,-6.5,-6.9,-8.3,-4.9,-5.6,-7.9,-6.2,-6.6,-6.9,-5.8,-6.6,-6.8,-6.9,-6.8,-6.7,-5.9,-6.1,-7.1,-8.0,-6.8,-7.2,-4.2,-6.0,-6.4,-6.2,-5.4,-6.6,-7.1,-6.7,-5.9,-6.8,-4.6,-9.7
Cc1ccc(CCN2C(=O)C(=C3C(=O)Nc4ccccc43)c3ccccc32)cc1,-8.3,-7.6,-6.4,-7.8,-9.9,-6.0,-8.3,-7.4,-7.5,-9.4,-10.7,-6.8,-6.5,-10.4,-9.0,-3.9,-8.4,-7.5,-8.0,-8.8,-8.2,-8.1,-8.9,-7.2,-8.2,-8.9,-10.3,-9.2,-8.1,-6.7,-7.7,-8.3,-7.1,-3.5,-8.3,-8.6,-8.9,-7.9,-7.9,-6.7,-9.0
CNc1nc(NCc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c2ccccc2n1,-7.7,-6.0,-6.4,-7.5,-9.6,-6.1,-7.7,-8.0,-7.5,-9.0,-10.3,-6.5,-6.2,-9.8,-7.3,-6.3,-8.3,-6.8,-8.0,-8.2,-8.3,-7.9,-8.1,-7.3,-7.4,-8.3,-9.7,-8.0,-9.0,-5.1,-7.6,-7.9,-8.0,-5.3,-8.1,-8.7,-8.5,-7.3,-8.5,-5.0,-5.6
CCCCCCCCCCCCCCCCNCC(F)(F)F,-4.1,-3.6,-3.4,-5.4,-5.4,-3.6,-4.6,-3.8,-5.0,-4.8,-5.6,-4.3,-3.6,-5.0,-4.3,-7.4,-5.1,-3.7,-4.3,-5.0,-4.0,-4.4,-4.5,-3.6,-4.1,-4.6,-5.3,-4.8,-4.9,-3.3,-3.7,-4.4,-4.2,-5.6,-4.9,-4.9,-4.6,-3.6,-5.5,-2.9,-7.5
CC(C)n1nc(-c2cnc3[nH]cc(F)c3c2)cc1C1C2COCC21,-7.1,-6.3,-5.4,-6.7,-8.4,-5.5,-7.3,-6.3,-6.7,-7.4,-8.5,-6.5,-5.3,-8.5,-6.8,-8.8,-7.1,-6.3,-7.2,-7.6,-7.2,-7.1,-7.1,-6.4,-6.3,-7.6,-8.2,-7.2,-7.6,-5.6,-6.5,-6.5,-6.8,-6.2,-7.5,-7.2,-6.8,-6.0,-7.1,-5.3,-6.8
CC(C)=CCCC(C)(O)CC(=O)c1cc(C(=O)O)ccc1O,-6.4,-6.8,-5.9,-6.4,-7.1,-5.7,-6.7,-5.6,-6.3,-6.3,-7.6,-6.4,-5.6,-6.5,-6.4,-6.9,-6.5,-5.4,-5.5,-6.5,-5.9,-5.3,-5.8,-4.7,-4.9,-6.3,-7.5,-5.9,-6.5,-5.9,-5.4,-5.2,-6.2,-6.0,-6.7,-6.2,-5.7,-5.8,-5.3,-5.9,-3.6
NCCN(CCCl)CCCl,-3.5,-7.3,-6.8,-3.3,-3.7,-6.4,-3.7,-3.2,-3.8,-3.9,-4.1,-6.6,-3.7,-3.5,-3.6,-7.7,-3.6,-3.2,-3.3,-4.0,-3.7,-3.1,-3.6,-2.9,-3.0,-3.7,-3.8,-4.0,-4.0,-6.7,-3.2,-3.1,-3.4,-5.9,-3.6,-3.7,-3.2,-3.1,-3.8,-6.5,-6.7
COCCNC(=O)c1cn(C(C)c2ccccc2F)nn1,-6.2,-6.4,-6.2,-5.9,-6.9,-5.4,-5.9,-5.4,-6.4,-6.4,-7.4,-6.8,-4.6,-6.9,-5.9,-7.4,-6.1,-5.5,-5.7,-6.0,-5.8,-5.5,-6.4,-5.1,-5.3,-6.3,-6.8,-6.0,-6.7,-5.7,-5.1,-5.3,-5.6,-6.2,-6.1,-5.6,-5.9,-5.2,-5.8,-5.4,-7.4
O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccc(Cl)cc1Cl,-6.3,-7.3,-6.3,-5.8,-7.4,-6.4,-6.7,-6.2,-6.5,-6.8,-8.0,-6.3,-5.1,-7.2,-6.2,-8.0,-6.2,-5.8,-6.8,-7.5,-6.5,-6.2,-6.8,-5.2,-5.9,-6.9,-7.3,-6.6,-6.7,-6.7,-5.5,-6.0,-5.8,-6.2,-6.9,-6.2,-6.2,-5.4,-6.2,-6.1,-7.1
CC(C)CC(NC(=O)C1CC2c3ccccc3C1c1ccccc12)C(=O)O,-6.7,-7.7,-5.9,-6.0,-9.5,-5.7,-8.0,-7.4,-6.7,-7.2,-8.4,-6.8,-6.2,-8.4,-5.6,-7.7,-7.2,-6.0,-7.1,-6.0,-6.8,-6.5,-8.7,-6.0,-6.8,-7.6,-8.3,-7.9,-7.2,-6.6,-6.6,-6.7,-5.6,-6.6,-7.4,-8.1,-7.2,-7.0,-6.9,-6.2,-6.8
O=C(Nc1ccc(O)cc1)c1ccccc1Cl,-6.2,-7.8,-6.8,-6.2,-7.0,-6.6,-6.3,-5.5,-5.8,-6.5,-7.2,-6.5,-5.0,-7.1,-5.8,-6.8,-5.9,-5.2,-6.2,-6.7,-6.1,-5.7,-5.8,-5.1,-5.3,-6.5,-7.2,-6.0,-6.5,-7.4,-5.6,-5.6,-6.6,-5.4,-6.1,-5.9,-5.9,-5.2,-6.0,-6.1,-7.4
CCOC(=O)CN(C)C(=O)CCc1nnc(-c2ccc(-c3ccccc3)cc2)o1,-6.8,-7.3,-6.6,-6.3,-7.4,-5.9,-6.3,-6.3,-6.8,-7.6,-8.5,-6.4,-4.8,-8.0,-6.6,-9.6,-7.1,-5.9,-6.4,-7.3,-6.8,-6.6,-6.7,-5.7,-6.3,-7.2,-7.8,-6.6,-6.5,-6.7,-6.1,-6.6,-6.3,-7.6,-6.5,-6.9,-6.8,-5.9,-6.6,-6.6,-7.1
CC(C)n1c(=O)n(C(=O)NC2CCN(C)CC2)c2ccccc21,-6.6,-6.4,-5.5,-5.9,-8.2,-5.6,-6.1,-6.5,-6.1,-8.0,-7.9,-6.3,-5.3,-7.8,-6.7,-9.2,-6.7,-6.1,-6.5,-7.2,-7.4,-6.6,-6.6,-5.8,-6.1,-7.3,-8.0,-6.5,-7.5,-5.6,-5.9,-6.6,-6.3,-7.3,-7.1,-6.9,-7.0,-5.8,-6.7,-5.1,-7.7
O=C(NCCN1CCOCC1)c1cnc2ccc(S(=O)(=O)N3CCOCC3)cc2c1O,-7.5,-8.5,-7.3,-7.6,-8.1,-8.3,-6.6,-7.5,-6.4,-7.9,-8.6,-5.4,-5.8,-7.7,-7.1,-8.8,-7.2,-6.7,-7.0,-7.6,-7.6,-7.0,-7.2,-6.6,-6.5,-7.5,-8.3,-7.2,-8.0,-7.6,-6.7,-6.6,-7.1,-7.3,-7.2,-7.6,-7.2,-6.7,-7.4,-9.0,-7.1
COc1ccc(-c2nc(C)c(C)[nH]2)cc1-c1c(C)cccc1C,-6.6,-8.8,-8.1,-6.5,-8.1,-6.9,-6.2,-6.2,-6.2,-7.4,-8.5,-6.7,-5.9,-7.8,-6.1,-5.7,-6.9,-6.4,-7.0,-6.1,-7.2,-6.7,-7.6,-6.4,-6.7,-7.2,-8.4,-6.8,-6.8,-8.2,-6.2,-6.2,-6.5,-4.8,-7.5,-6.6,-6.8,-6.3,-6.8,-6.8,-6.5
Cc1ccc2nc(C)cc(NCCO)c2c1,-6.0,-8.7,-7.6,-5.7,-6.6,-5.8,-6.0,-5.3,-6.0,-5.9,-7.1,-6.7,-5.1,-6.5,-5.4,-8.2,-5.6,-5.1,-5.9,-6.3,-6.1,-5.5,-5.4,-4.6,-5.1,-6.1,-6.4,-7.0,-6.9,-6.3,-4.9,-5.6,-5.5,-7.1,-6.0,-5.9,-5.8,-5.1,-6.1,-5.8,-9.0
CC12C=CC(=O)C=C1C=C(c1ccccc1)C1C2CCC2(C)C(=O)CCC12,-7.1,-5.7,-5.0,-8.1,-9.2,-4.6,-8.4,-7.1,-8.6,-8.3,-10.9,-5.8,-6.0,-10.6,-7.2,-6.4,-8.0,-6.4,-7.5,-8.5,-8.8,-8.1,-10.0,-7.0,-7.9,-9.7,-10.2,-9.0,-6.8,-5.2,-6.9,-7.4,-6.5,-5.2,-7.5,-7.0,-9.3,-7.5,-8.0,-4.5,-8.7
O=C(NC1CCC(C(=O)Nc2ccn(-c3ccccc3F)n2)CC1)c1cccc(Cl)n1,-8.6,-8.1,-6.9,-7.2,-9.3,-7.1,-7.7,-8.2,-7.0,-8.5,-9.7,-6.1,-6.7,-9.5,-7.0,-8.1,-8.5,-6.3,-7.7,-8.0,-8.3,-8.1,-8.3,-7.3,-7.9,-8.5,-9.4,-8.5,-9.1,-7.3,-7.8,-7.9,-7.1,-6.4,-7.7,-8.2,-8.4,-7.2,-7.6,-6.9,-8.2
Cn1c(CNC(=O)c2ccccc2)nnc1SCC(=O)N1CCN(c2ccccc2)CC1,-7.8,-6.0,-5.1,-7.5,-8.2,-5.4,-5.8,-5.9,-7.2,-7.7,-9.3,-6.1,-4.9,-8.8,-7.3,-7.0,-6.9,-7.0,-6.4,-8.5,-7.3,-6.5,-6.5,-5.7,-5.7,-7.4,-9.3,-6.8,-8.1,-5.3,-7.0,-6.8,-6.7,-5.9,-6.5,-7.9,-7.2,-5.4,-8.5,-5.3,-5.8
CC(C)NC(=O)N1CCN2C(=O)OCC2C1,-5.0,-8.1,-7.4,-4.7,-6.0,-6.7,-5.2,-5.2,-4.8,-5.8,-6.4,-6.3,-4.3,-5.6,-5.5,-6.7,-5.3,-4.9,-5.1,-5.8,-5.5,-5.4,-5.2,-4.8,-4.6,-5.8,-6.0,-5.5,-6.4,-7.0,-4.6,-4.8,-5.2,-5.5,-5.5,-5.2,-5.1,-4.6,-5.2,-7.4,-8.5
COc1ccc(C=C2SC(=O)N(CCNC(=O)C3CC(=O)N(Cc4ccccc4)C3)C2=O)cc1,-7.8,-6.7,-6.2,-6.6,-8.1,-5.7,-6.7,-6.1,-7.4,-7.3,-9.4,-5.6,-6.2,-8.4,-6.1,-7.8,-7.9,-7.2,-6.8,-7.5,-7.0,-7.2,-7.8,-6.6,-7.3,-8.0,-8.5,-7.2,-7.9,-5.7,-5.7,-6.8,-7.4,-6.2,-7.0,-7.9,-6.9,-6.1,-7.3,-6.1,-6.3
COCCNc1c(-c2ccc(C)cc2)c(=O)c1=O,-6.0,-6.4,-5.6,-5.6,-6.3,-5.8,-5.6,-5.0,-5.5,-5.7,-6.9,-6.7,-5.0,-6.2,-5.2,-7.8,-5.7,-5.5,-5.4,-6.1,-5.9,-5.6,-5.7,-4.5,-5.3,-6.1,-6.5,-6.1,-6.4,-5.8,-5.4,-5.2,-5.4,-6.2,-5.8,-5.8,-5.7,-4.6,-5.9,-5.6,-8.5
CC(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1c[nH]c2ccccc12,-8.3,-7.9,-6.5,-6.9,-8.8,-6.5,-8.0,-7.1,-7.7,-7.8,-9.1,-6.5,-5.5,-9.4,-7.5,-7.9,-7.1,-7.1,-7.6,-8.1,-7.1,-6.9,-8.1,-6.5,-6.4,-8.1,-9.0,-7.3,-8.5,-7.7,-6.7,-7.2,-6.3,-6.7,-7.3,-7.1,-7.8,-6.7,-8.2,-6.5,-6.3
Cc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)no1,-5.9,-7.7,-6.4,-6.2,-7.6,-6.1,-6.6,-5.6,-6.1,-6.2,-7.5,-7.2,-5.1,-7.6,-6.0,-7.5,-6.1,-5.5,-6.5,-6.1,-6.2,-6.1,-6.6,-5.4,-5.4,-6.8,-8.0,-6.3,-6.9,-6.7,-5.5,-6.0,-6.1,-6.7,-6.2,-6.4,-6.4,-5.5,-6.1,-6.4,-7.0
O=C(NCc1ccc(Cl)c(Cl)c1)c1cccnc1,-6.3,-8.2,-6.6,-6.5,-6.9,-6.5,-6.1,-5.7,-6.2,-6.7,-7.4,-5.6,-5.1,-7.3,-6.0,-7.9,-6.2,-5.7,-6.1,-6.3,-6.1,-6.3,-6.3,-5.1,-5.5,-6.2,-6.9,-6.2,-6.7,-6.9,-5.6,-5.6,-6.2,-6.4,-6.0,-6.3,-5.9,-5.3,-7.0,-6.7,-8.2
COc1ccc(NC(=O)CN(C)C(=O)c2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)cc1,-6.7,-6.8,-6.6,-5.9,-7.9,-6.2,-6.7,-6.6,-7.1,-8.8,-8.8,-6.9,-5.1,-8.2,-6.9,-7.3,-7.5,-6.2,-6.7,-7.6,-7.4,-7.4,-7.3,-6.0,-6.0,-7.6,-8.5,-7.6,-7.7,-6.8,-6.2,-6.5,-6.2,-5.7,-6.8,-7.6,-7.3,-6.7,-7.1,-6.4,-8.1
Cc1ccc(S(=O)(=O)NCc2ccc3c(c2)cc(C)n3C)cc1,-7.4,-7.7,-6.3,-6.4,-8.3,-6.1,-7.3,-6.8,-6.9,-7.3,-8.9,-6.0,-5.7,-8.7,-6.8,-5.7,-7.3,-6.5,-7.2,-7.4,-7.4,-6.6,-6.9,-5.6,-6.5,-7.5,-8.6,-7.3,-7.7,-7.1,-6.3,-6.5,-6.4,-4.7,-6.6,-7.0,-7.0,-6.0,-6.7,-6.2,-8.3
COc1ccccc1C1CN(CCNC(=O)c2cnsn2)Cc2ccccc2O1,-7.5,-7.4,-6.3,-6.6,-8.6,-6.4,-6.7,-7.1,-6.7,-7.6,-8.4,-6.4,-5.8,-8.6,-6.6,-7.5,-7.1,-6.4,-7.2,-7.8,-7.8,-6.8,-7.0,-6.3,-7.0,-7.8,-8.6,-7.5,-7.7,-6.4,-6.4,-7.4,-6.8,-6.4,-7.1,-7.2,-7.0,-6.6,-7.4,-6.0,-7.8
C=Cc1cccc(C=CC(=O)CC2OC(CO)C(O)C(O)C2O)c1,-6.9,-5.4,-4.7,-6.6,-7.7,-4.6,-6.9,-6.2,-6.2,-6.9,-7.8,-5.5,-5.7,-8.0,-6.7,-7.0,-6.9,-6.2,-6.5,-7.6,-7.3,-6.7,-6.7,-5.9,-5.9,-7.4,-7.6,-6.9,-7.2,-5.1,-5.7,-6.3,-6.3,-5.7,-7.0,-7.2,-6.4,-6.1,-6.7,-4.5,-7.6
COc1ccc(C(=O)Nc2ccc(NC(=O)C3CCCCC3)nc2)cc1,-7.4,-7.9,-6.4,-5.9,-7.5,-6.5,-6.3,-6.5,-6.4,-7.5,-8.6,-7.4,-5.0,-7.8,-6.6,-5.7,-6.8,-5.5,-6.9,-6.9,-6.7,-6.7,-6.5,-6.1,-6.2,-6.8,-8.5,-6.7,-7.5,-6.8,-6.3,-6.5,-6.7,-4.5,-6.8,-6.8,-6.7,-6.4,-7.3,-6.3,-7.5
O=C(NN=Cc1ccco1)c1ccccc1OCc1ccc(Br)cc1,-6.8,-7.0,-6.1,-6.4,-7.9,-5.4,-6.4,-6.7,-6.9,-7.4,-7.8,-6.5,-5.1,-8.1,-6.3,-8.2,-6.8,-5.9,-6.2,-7.2,-6.8,-7.1,-7.0,-5.4,-6.4,-7.3,-8.0,-6.7,-8.0,-6.1,-6.0,-6.1,-5.8,-6.2,-6.7,-7.1,-6.8,-6.1,-7.3,-5.5,-5.7
Cc1ccc(OCCN(C)Cc2cscn2)cc1,-5.2,-5.2,-4.4,-5.1,-6.0,-4.5,-5.2,-4.5,-5.2,-5.3,-6.1,-4.8,-4.1,-6.0,-5.2,-8.6,-5.1,-4.7,-4.9,-5.4,-5.4,-5.0,-5.3,-4.1,-4.7,-5.3,-6.0,-5.4,-5.6,-4.7,-4.4,-4.8,-5.0,-6.9,-5.0,-5.3,-4.9,-4.4,-5.8,-4.4,-7.8
COc1cccc(-c2nc(O)c3cc4c(cc3n2)OCO4)c1,-6.7,-7.3,-6.6,-6.4,-7.9,-6.3,-6.6,-6.7,-6.4,-7.4,-8.6,-6.3,-5.7,-8.2,-7.0,-6.6,-7.0,-6.4,-6.7,-7.2,-7.3,-6.6,-7.0,-6.0,-6.5,-7.4,-7.9,-7.6,-7.6,-7.1,-6.3,-6.5,-7.6,-5.3,-7.0,-6.9,-7.0,-6.3,-7.7,-6.9,-6.8
COC(=O)C1=C(C)N(c2ccc(C)cc2)C(=Cc2cccs2)C1=O,-6.0,-8.4,-7.1,-6.1,-7.8,-6.5,-5.7,-5.9,-5.5,-6.8,-7.7,-5.8,-5.1,-7.5,-5.8,-6.1,-6.4,-5.3,-6.3,-6.1,-6.4,-6.1,-7.0,-5.5,-5.8,-7.2,-7.1,-6.2,-6.4,-7.4,-5.4,-6.3,-5.7,-5.4,-6.2,-6.6,-6.6,-5.8,-6.4,-7.1,-5.4
COCCS(=O)(=O)N(Cc1ccc(Br)cc1)C(C)C(=O)OC,-4.8,-6.6,-5.5,-4.5,-5.8,-5.5,-4.9,-4.5,-4.7,-5.3,-6.4,-6.2,-3.7,-6.0,-4.6,-7.5,-5.0,-4.3,-5.0,-4.7,-5.4,-5.3,-5.2,-4.2,-4.7,-5.6,-5.9,-5.5,-5.6,-5.8,-4.2,-4.5,-4.7,-6.3,-5.4,-5.1,-5.2,-4.4,-4.9,-5.6,-7.4
COC(=O)C1CCC(=O)N1C(c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,-6.4,-6.2,-5.4,-6.6,-8.0,-5.8,-6.6,-6.3,-6.5,-7.6,-8.2,-6.7,-5.1,-7.9,-6.1,-6.5,-6.6,-6.2,-6.6,-6.5,-7.8,-7.3,-7.8,-6.2,-6.4,-7.9,-8.6,-7.3,-7.8,-5.6,-5.8,-6.4,-5.9,-5.8,-7.3,-7.5,-7.4,-6.6,-6.9,-5.1,-8.0
Cc1nn(C2CCCCC2)c2sc(C(=O)Nc3ccc(N4CCNCC4)cc3)cc12,-6.8,-7.4,-7.2,-6.0,-7.9,-5.9,-6.8,-7.2,-6.2,-8.7,-9.5,-6.3,-5.4,-8.4,-7.0,-7.4,-7.9,-6.4,-7.0,-7.4,-7.3,-7.2,-7.0,-6.6,-6.7,-7.6,-9.0,-7.2,-7.6,-7.1,-6.7,-7.1,-7.2,-5.8,-7.1,-7.5,-7.6,-6.5,-7.4,-6.5,-6.5
CCN=C(O)C=Cc1c[nH]c2ncnc(OCC(C)C)c12,-5.6,-6.5,-5.3,-5.6,-6.7,-5.5,-6.0,-5.1,-6.2,-6.7,-7.1,-6.7,-4.5,-6.8,-6.2,-6.8,-5.8,-5.3,-5.7,-6.9,-6.1,-5.5,-5.7,-5.1,-5.1,-6.4,-6.9,-6.2,-6.5,-5.6,-5.0,-5.3,-5.6,-5.7,-6.2,-6.2,-5.8,-5.3,-5.9,-5.8,-6.8
Cc1ccc(CNC(=O)n2cccn2)cc1,-6.0,-6.9,-5.8,-5.7,-6.5,-5.6,-5.8,-5.9,-6.5,-6.5,-7.1,-6.9,-4.9,-6.7,-5.8,-8.6,-6.0,-5.5,-5.6,-6.3,-6.0,-6.0,-6.1,-4.8,-5.2,-6.2,-6.6,-6.1,-6.3,-6.5,-5.1,-5.6,-6.0,-7.3,-5.8,-6.0,-5.7,-5.1,-6.9,-6.5,-7.5
O=C(O)c1ccc(-c2ccccc2OC2OC(CO)C(O)C(O)C2O)cc1,-6.5,-6.8,-6.6,-6.5,-8.1,-5.5,-7.0,-6.7,-6.2,-7.6,-8.0,-6.7,-5.8,-7.6,-6.3,-7.5,-6.8,-6.2,-6.7,-6.8,-7.4,-6.6,-7.1,-6.5,-6.4,-8.1,-7.9,-7.1,-7.1,-6.4,-6.0,-6.3,-6.5,-5.4,-6.8,-7.0,-7.0,-6.0,-6.6,-5.6,-6.8
CN(Nc1cccc(Cl)c1)c1cccc(Cl)c1,-6.3,-7.8,-6.8,-5.8,-6.9,-6.9,-6.2,-5.2,-6.7,-6.4,-7.6,-5.8,-5.0,-7.0,-6.0,-6.4,-5.8,-5.2,-5.9,-6.6,-5.9,-5.7,-5.9,-4.9,-5.4,-6.2,-7.0,-6.0,-6.6,-6.8,-5.1,-5.5,-6.0,-5.7,-6.2,-6.1,-6.1,-5.0,-5.8,-6.6,-7.2
Cc1cccc(C)c1N1C(=O)c2cccc(O)c2C1=O,-6.0,-5.8,-6.0,-5.7,-7.4,-6.1,-6.6,-6.4,-6.0,-7.1,-8.4,-4.5,-5.5,-6.9,-5.9,-9.4,-6.7,-6.1,-6.2,-5.8,-6.8,-6.4,-6.6,-5.6,-6.2,-7.4,-7.4,-6.9,-6.4,-6.2,-5.6,-5.7,-5.9,-7.2,-6.8,-6.4,-6.6,-5.7,-6.0,-5.6,-7.1
COCCN1CCC(Nc2nccc3cc(C)c(=O)[nH]c23)CC1,-6.3,-6.8,-6.0,-6.6,-7.4,-5.8,-5.9,-6.0,-5.9,-6.4,-7.6,-5.3,-5.2,-7.2,-6.1,-5.3,-6.4,-6.1,-5.9,-6.5,-6.7,-6.2,-6.1,-5.9,-5.8,-6.8,-7.4,-6.0,-7.6,-6.2,-5.5,-6.1,-6.3,-4.6,-6.6,-6.5,-6.1,-5.5,-6.6,-5.3,-8.1
CC1CCCCC1N(C(=O)c1ccc(Oc2ccccc2)cc1)c1ncc(C(=O)O)s1,-6.7,-8.7,-7.5,-6.4,-7.9,-6.7,-7.2,-7.5,-6.2,-8.0,-9.1,-6.0,-5.4,-9.0,-6.5,-7.4,-7.5,-6.6,-6.8,-7.0,-7.9,-7.2,-7.4,-6.5,-6.9,-7.6,-9.6,-7.6,-7.3,-7.8,-6.3,-6.6,-5.6,-6.2,-7.3,-7.4,-7.7,-6.3,-8.1,-8.1,-7.3
CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(C3CO3)OC12C,-5.6,-5.7,-4.3,-5.6,-7.0,-4.6,-5.9,-6.7,-6.1,-7.7,-7.4,-5.3,-5.4,-7.7,-5.8,-7.7,-5.9,-5.9,-5.5,-5.7,-6.4,-5.9,-7.1,-6.3,-6.5,-7.1,-8.1,-6.4,-6.0,-4.7,-5.3,-6.2,-5.9,-4.8,-6.4,-5.7,-6.7,-5.9,-6.6,-4.4,-7.3
CC(=O)Nc1nc(CN(C)CC2CCCN2c2cccnn2)cs1,-6.3,-7.0,-6.4,-5.8,-7.7,-6.0,-6.4,-6.1,-6.1,-6.9,-7.4,-6.2,-5.3,-7.3,-6.1,-6.8,-5.9,-5.3,-6.3,-6.5,-6.8,-5.7,-5.6,-5.2,-5.1,-6.5,-7.2,-5.7,-7.0,-6.9,-4.7,-6.3,-6.1,-5.5,-6.9,-6.1,-6.1,-5.2,-6.4,-5.6,-8.8
CCc1cc2c(c3c1CCC3=O)CC1(Cc3ccc(C)cc3C1)C2,-7.0,-7.1,-5.9,-6.9,-9.2,-4.9,-7.5,-7.2,-7.4,-7.9,-10.4,-6.4,-6.3,-9.9,-7.1,-7.6,-7.9,-6.6,-8.0,-7.3,-7.8,-8.0,-8.7,-6.8,-7.5,-8.7,-10.4,-8.3,-8.1,-6.0,-7.0,-7.7,-7.0,-7.0,-7.7,-8.6,-8.8,-6.7,-7.7,-6.5,-5.9
COc1cc(CC(C)[N+](C)(C)C)c(OC)cc1Br,-4.8,-6.6,-6.2,-4.3,-6.0,-5.6,-5.1,-4.3,-4.6,-5.2,-6.0,-6.9,-3.9,-5.8,-5.1,-9.7,-4.7,-4.3,-4.9,-5.3,-5.0,-5.2,-4.9,-4.2,-4.4,-5.4,-5.6,-5.2,-5.6,-5.9,-4.2,-4.6,-4.3,-6.7,-5.1,-5.1,-4.9,-4.0,-4.9,-5.5,-7.0
CN1CC(SCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)CC1C(=O)O,-7.0,-7.6,-7.1,-5.8,-7.5,-6.3,-6.4,-6.8,-5.3,-7.0,-7.7,-6.4,-5.2,-6.6,-6.1,-7.5,-6.8,-6.6,-6.2,-7.3,-7.4,-6.7,-6.2,-6.0,-5.5,-6.8,-7.5,-7.1,-7.6,-7.1,-5.9,-6.2,-6.7,-6.3,-6.5,-6.7,-6.6,-6.2,-6.2,-6.2,-7.7
Clc1ccc2c(NCCCCCCCCCCCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,-7.0,-9.6,-7.3,-5.6,-7.4,-6.6,-6.2,-5.2,-7.0,-6.6,-7.7,-5.4,-4.2,-7.6,-6.5,-8.7,-5.7,-5.4,-5.7,-7.2,-6.6,-7.0,-6.9,-5.5,-5.7,-6.4,-7.0,-6.6,-7.0,-8.0,-5.4,-6.1,-4.7,-6.8,-6.8,-7.1,-6.0,-5.9,-6.4,-6.7,-6.7
Oc1ncc(Cc2ccc3c(c2)OCO3)c(O)n1,-6.4,-7.2,-6.1,-6.2,-6.9,-5.8,-6.2,-5.9,-6.4,-6.8,-7.3,-5.8,-5.1,-7.0,-6.1,-6.9,-5.9,-5.5,-5.7,-6.3,-6.6,-5.9,-5.8,-5.2,-5.3,-6.6,-6.6,-6.6,-6.6,-6.7,-5.6,-5.6,-6.0,-6.1,-6.6,-6.4,-5.9,-5.4,-6.5,-6.0,-7.5
COc1ccc(NC2=CC(=NNC(N)=S)C(=O)N=C2Nc2ccc(OC)cc2)cc1,-6.9,-7.8,-6.9,-6.8,-7.7,-7.1,-6.7,-6.8,-6.0,-7.8,-8.4,-6.1,-5.5,-8.1,-6.9,-8.4,-7.3,-6.4,-6.4,-8.2,-7.9,-7.5,-7.3,-7.2,-6.4,-8.1,-8.1,-7.4,-8.0,-7.2,-6.0,-7.0,-6.3,-5.8,-7.0,-7.5,-7.3,-6.9,-6.8,-6.7,-9.4
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,-9.3,-6.8,-5.9,-7.0,-8.4,-6.0,-7.4,-7.5,-6.0,-8.4,-9.2,-7.1,-6.4,-9.2,-7.0,-8.8,-7.7,-6.5,-7.6,-8.5,-8.1,-8.3,-7.4,-7.4,-7.8,-7.7,-9.4,-8.8,-8.3,-6.0,-6.9,-6.9,-6.6,-7.2,-7.2,-8.0,-7.9,-6.8,-7.6,-6.0,-7.1
